,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
338,91.0,7,1984,1998,0.0,213,1208,0,1621,2,0,440,108,45,202500
339,66.0,6,1958,1998,176.0,585,1215,0,1215,1,0,297,0,0,155000
340,85.0,8,2002,2002,0.0,0,967,915,1908,2,0,431,135,0,202900
341,60.0,4,1950,1950,0.0,0,721,0,841,1,0,294,250,0,82000
342,0.0,3,1949,1950,340.0,0,0,0,1040,2,0,400,0,0,87500
343,63.0,9,2005,2005,616.0,28,1684,0,1684,2,1,564,495,72,266000
344,36.0,5,1976,1976,0.0,129,536,576,1112,1,0,336,182,0,85000
345,65.0,6,1939,1950,0.0,0,972,605,1577,1,1,312,0,0,140200
346,0.0,6,1960,1998,0.0,498,958,0,958,1,0,301,0,0,151500
347,0.0,6,1960,1960,30.0,1270,1478,0,1478,2,2,498,0,40,157500
348,36.0,7,2003,2004,106.0,573,764,862,1626,2,0,474,0,27,154000
349,56.0,9,2005,2006,870.0,1410,1848,880,2728,2,2,706,0,0,437154
350,68.0,9,2007,2007,362.0,0,1869,0,1869,2,1,617,210,54,318061
351,0.0,7,1986,1986,0.0,1082,1453,0,1453,1,1,445,0,80,190000
352,60.0,5,1941,1950,0.0,236,616,495,1111,1,0,200,48,0,95000
353,60.0,6,1928,2003,0.0,0,624,0,720,1,0,484,106,0,105900
354,60.0,6,1940,2000,0.0,388,940,403,1595,1,2,240,0,0,140000
355,105.0,6,1995,1995,0.0,334,1200,0,1200,2,0,521,0,26,177500
356,0.0,6,1992,1992,106.0,560,1158,0,1167,2,0,400,120,26,173000
357,44.0,5,1976,1976,0.0,874,1142,0,1142,1,1,528,536,90,134000
358,92.0,5,1958,1958,120.0,300,1062,0,1352,1,0,288,168,0,130000
359,78.0,8,1998,1998,530.0,956,1086,838,1924,2,1,592,208,75,280000
360,0.0,6,1978,1978,0.0,773,888,0,912,1,1,470,0,0,156000
361,0.0,5,1940,1982,0.0,399,883,517,1505,1,0,240,0,0,145000
362,64.0,7,2003,2003,500.0,0,0,1427,1922,3,1,672,0,0,198500
363,21.0,6,1972,2007,510.0,162,483,504,987,1,0,264,250,0,118000
364,0.0,6,1976,1976,120.0,712,796,784,1574,2,1,566,306,111,190000
365,59.0,5,1920,1997,0.0,456,672,672,1344,1,0,468,0,128,147000
366,0.0,6,1963,1963,247.0,609,1394,0,1394,1,2,514,0,76,159000
367,101.0,6,1962,1962,305.0,371,1099,0,1431,1,1,296,64,110,165000
368,78.0,5,1954,1954,200.0,540,1268,0,1268,1,1,244,0,98,132000
369,0.0,5,1959,2006,0.0,72,1063,0,1287,1,1,576,364,17,162000
370,0.0,6,2000,2000,0.0,0,953,711,1664,2,1,460,100,40,172400
371,80.0,4,1959,1959,0.0,0,0,468,1588,2,1,680,0,59,134432
372,50.0,6,1984,1984,0.0,623,744,0,752,1,0,264,353,0,125000
373,79.0,5,1953,1953,0.0,428,608,0,1319,1,0,270,66,0,123000
374,65.0,7,2003,2004,0.0,0,847,1081,1928,2,1,434,100,48,219500
375,0.0,1,1922,1950,0.0,350,683,0,904,0,0,0,0,0,61000
376,57.0,5,1996,1996,0.0,298,870,0,914,1,0,576,0,0,148000
377,102.0,8,2004,2005,0.0,0,1580,886,2466,3,1,610,159,214,340000
378,88.0,9,2010,2010,350.0,1445,1856,0,1856,1,1,834,113,0,394432
379,60.0,6,2000,2000,16.0,0,982,793,1800,2,1,463,100,63,179000
380,50.0,5,1924,1950,0.0,218,1026,665,1691,2,1,308,0,0,127000
381,60.0,7,2006,2006,0.0,0,1293,0,1301,2,1,572,216,121,187750
382,79.0,7,2006,2006,0.0,0,939,858,1797,2,0,639,144,53,213500
383,60.0,6,1928,1950,0.0,0,784,0,784,1,0,360,0,0,76000
384,0.0,6,1992,1992,0.0,985,1580,874,1953,2,2,501,216,231,240000
385,43.0,8,2004,2005,16.0,24,1256,0,1269,2,1,430,146,20,192000
386,58.0,5,1910,1996,0.0,0,658,526,1184,1,0,0,0,151,81000
387,72.0,6,1976,1976,255.0,631,1041,0,1125,1,1,352,296,0,125000
388,93.0,7,1999,2000,125.0,0,1468,0,1479,2,0,577,120,25,191000
389,96.0,10,2007,2008,272.0,1280,1682,590,2332,2,1,846,196,134,426000
390,50.0,5,1900,1950,0.0,241,861,406,1367,1,0,384,0,130,119000
391,71.0,6,2001,2002,0.0,690,804,1157,1961,2,1,560,125,192,215000
392,0.0,5,1959,1959,0.0,0,0,0,882,1,0,294,0,0,106500
393,0.0,4,1941,1950,0.0,266,788,0,788,1,2,0,0,0,100000
394,60.0,5,1940,1950,0.0,0,735,299,1034,1,0,240,0,39,109000
395,68.0,5,1956,1956,0.0,739,1144,0,1144,1,0,596,44,0,129000
396,60.0,5,1972,1972,0.0,777,894,0,894,1,0,600,215,0,123000
397,69.0,5,1962,1962,288.0,540,864,936,1812,2,1,264,0,168,169500
398,60.0,5,1920,1950,0.0,0,961,0,1077,1,0,338,0,0,67000
399,65.0,7,2006,2007,100.0,812,1092,438,1550,2,0,438,0,168,241000
400,38.0,8,1996,1996,0.0,786,1260,0,1288,1,2,500,120,30,245500
401,65.0,7,2005,2005,0.0,24,1310,0,1310,2,1,400,0,0,164990
402,60.0,5,1940,1997,0.0,0,672,0,672,1,0,240,168,0,108000
403,93.0,8,1998,1998,650.0,0,1141,1098,2263,2,1,420,144,123,258000
404,0.0,6,1995,1996,0.0,0,806,766,1572,2,1,373,0,40,168000
405,0.0,4,1976,1993,0.0,1116,1281,0,1620,2,1,490,120,78,150000
406,51.0,6,1936,1950,0.0,0,1064,0,1639,1,0,240,0,0,115000
407,63.0,6,1915,1976,0.0,0,840,840,1680,2,0,308,0,0,177000
408,109.0,7,2006,2006,350.0,0,1063,1101,2172,2,1,947,192,62,280000
409,85.0,8,2007,2008,100.0,789,1034,1028,2078,2,1,836,0,102,339750
410,68.0,5,1958,1958,0.0,0,1276,0,1276,1,0,350,0,0,60000
411,100.0,5,1955,1955,0.0,1056,1056,0,1056,1,0,572,264,0,145000
412,0.0,7,2009,2009,432.0,578,1470,0,1478,2,1,484,0,144,222000
413,56.0,5,1927,1950,0.0,0,1008,0,1028,1,1,360,0,0,115000
414,59.0,7,1993,1993,0.0,50,1080,1017,2097,2,1,678,196,187,228000
415,73.0,7,2007,2007,0.0,24,1340,0,1340,2,0,396,100,30,181134
416,74.0,6,1978,1978,203.0,209,672,728,1400,1,1,440,0,0,149500
417,86.0,6,1918,1950,0.0,1128,1370,1254,2624,2,1,864,0,0,239000
418,60.0,5,1940,1950,0.0,312,756,378,1134,1,0,240,0,0,126000
419,65.0,5,1968,1968,0.0,775,1056,0,1056,1,1,304,0,85,142000
420,78.0,7,1997,1998,200.0,1309,1344,0,1344,2,0,784,0,0,206300
421,0.0,6,1977,2000,126.0,1246,1602,0,1602,2,1,529,240,0,215000
422,100.0,5,1954,1954,0.0,0,988,0,988,1,0,520,0,0,113000
423,80.0,8,1998,1998,473.0,986,1470,1160,2630,2,1,696,0,66,315000
424,72.0,6,1956,1956,74.0,616,1196,0,1196,1,1,297,0,44,139000
425,60.0,7,1946,1992,0.0,0,651,682,1389,1,2,240,0,0,135000
426,0.0,7,1989,1989,145.0,1518,1518,0,1644,2,1,569,80,0,275000
427,77.0,4,1957,1957,0.0,288,907,0,907,1,0,352,0,0,109008
428,64.0,7,2007,2007,108.0,664,1208,0,1208,2,0,628,105,54,195400
429,130.0,6,1988,1988,0.0,1005,1392,0,1412,2,1,576,0,0,175000
430,21.0,6,1971,1971,232.0,387,483,504,987,1,0,264,0,0,85400
431,60.0,6,1920,1998,0.0,0,901,110,1198,1,0,0,0,98,79900
432,24.0,5,1971,1971,376.0,471,765,600,1365,1,0,440,240,36,122500
433,100.0,6,1997,1998,0.0,0,926,678,1604,2,1,470,0,36,181000
434,21.0,4,1972,1972,0.0,495,630,0,630,1,0,0,88,0,81000
435,43.0,7,1996,1996,0.0,385,799,834,1661,2,1,550,158,61,212000
436,40.0,6,1920,1950,0.0,0,648,384,1118,1,0,440,0,0,116000
437,50.0,6,1926,2004,0.0,0,884,0,904,1,0,180,0,0,119000
438,40.0,5,1913,2002,0.0,365,440,0,694,1,1,352,0,0,90350
439,67.0,6,1920,2000,0.0,0,684,512,1196,1,0,528,0,46,110000
440,105.0,10,2008,2008,200.0,1767,3094,0,2402,2,2,672,0,72,555000
441,92.0,4,1955,1955,270.0,133,1440,0,1440,2,0,0,0,0,118000
442,52.0,5,1930,1992,0.0,0,1078,445,1573,2,1,360,0,0,162900
443,53.0,7,2006,2007,72.0,0,1258,0,1258,2,1,648,144,16,172500
444,70.0,7,1994,1995,0.0,642,915,975,1908,2,1,493,144,133,210000
445,73.0,6,1956,1956,0.0,0,1436,0,1689,1,1,480,0,0,127500
446,137.0,6,1966,2002,0.0,247,1517,0,1888,2,1,578,0,0,190000
447,0.0,7,1998,1999,0.0,0,930,930,1886,2,1,431,89,0,199900
448,50.0,6,1937,1950,0.0,0,780,596,1376,2,1,198,0,0,119500
449,50.0,3,1948,2002,0.0,331,649,504,1183,1,0,308,0,176,120000
450,70.0,6,1930,2005,0.0,0,813,0,813,1,0,270,0,113,110000
451,62.0,7,1975,1975,0.0,655,1533,0,1533,2,2,576,200,54,280000
452,0.0,6,1996,1997,42.0,742,872,868,1756,2,0,422,144,122,204000
453,75.0,8,2008,2008,0.0,0,768,804,1590,2,0,676,0,30,210000
454,63.0,5,1976,1976,0.0,1606,1728,0,1728,2,0,560,0,0,188000
455,80.0,7,1973,1973,320.0,916,1242,0,1242,1,1,528,0,0,175500
456,34.0,5,1916,1950,0.0,0,624,720,1344,1,0,513,0,0,98000
457,0.0,4,1954,1994,0.0,1116,1364,0,1663,1,2,529,224,137,256000
458,0.0,8,1925,1996,0.0,0,588,833,1666,1,1,228,192,63,161000
459,0.0,5,1950,1950,161.0,185,709,224,1203,1,1,352,0,0,110000
460,75.0,8,2009,2009,110.0,544,832,1103,1935,2,0,552,0,150,263435
461,60.0,7,1936,2007,0.0,350,560,560,1135,1,0,576,256,0,155000
462,60.0,5,1965,1965,0.0,553,864,0,864,1,1,360,0,0,62383
463,74.0,6,1934,1995,0.0,326,715,811,1660,1,1,240,0,0,188700
464,60.0,5,1978,1978,136.0,616,1040,0,1040,2,0,0,0,0,124000
465,0.0,7,2004,2004,18.0,0,1375,0,1414,2,1,398,144,20,178740
466,85.0,7,1970,1970,0.0,778,1277,0,1277,1,1,526,0,0,167000
467,79.0,5,1942,1995,224.0,386,728,756,1644,1,2,312,168,0,146500
468,98.0,8,2006,2006,248.0,0,1626,0,1634,2,1,866,0,44,250000
469,76.0,6,1993,1993,120.0,426,832,878,1710,2,0,506,144,70,187000
470,0.0,8,1985,1985,0.0,368,1488,0,1502,1,0,528,0,54,212000
471,92.0,7,1977,1977,0.0,0,808,808,1969,2,1,534,0,0,190000
472,35.0,6,2005,2005,80.0,459,547,0,1072,1,0,525,0,28,148000
473,110.0,8,2006,2007,304.0,1350,1976,0,1976,2,1,908,250,63,440000
474,41.0,8,2000,2000,0.0,1196,1494,0,1652,2,0,499,96,48,251000
475,80.0,5,1963,1963,0.0,630,970,0,970,1,0,624,0,24,132500
476,75.0,6,1997,1998,215.0,994,1478,0,1493,2,1,508,140,39,208900
477,105.0,9,2006,2006,772.0,0,2153,574,2643,2,1,694,414,84,380000
478,79.0,8,2007,2008,336.0,1288,1705,0,1718,2,1,826,208,44,297000
479,50.0,4,1937,2000,435.0,168,907,0,1131,1,0,672,0,72,89471
480,98.0,9,2004,2005,378.0,1261,1833,0,1850,2,1,772,519,112,326000
481,72.0,9,2003,2004,562.0,1567,1792,0,1792,2,1,874,206,49,374000
482,50.0,7,1915,2005,0.0,299,910,910,1826,1,1,164,0,0,155000
483,32.0,6,1998,1998,116.0,897,1216,0,1216,2,0,402,0,125,164000
484,0.0,5,1962,2001,0.0,588,999,0,999,1,0,264,0,132,132500
485,80.0,5,1950,2007,0.0,607,1113,0,1113,1,1,264,0,80,147000
486,79.0,5,1965,1965,168.0,836,1073,0,1073,1,0,515,0,0,156000
487,70.0,5,1971,1971,0.0,998,1484,0,1484,2,1,487,224,0,175000
488,60.0,5,1900,1970,0.0,664,954,648,2414,2,1,520,142,0,160000
489,21.0,4,1970,2002,0.0,515,630,0,630,1,0,286,0,0,86000
490,0.0,5,1976,1976,0.0,0,264,688,1304,1,1,336,141,24,115000
491,79.0,6,1941,1950,0.0,403,806,620,1578,1,2,240,0,0,133000
492,105.0,6,2006,2006,0.0,0,728,728,1456,2,0,429,0,0,172785
493,70.0,5,1960,1960,0.0,374,1269,0,1269,1,1,308,0,0,155000
494,50.0,5,1938,1996,0.0,0,190,0,886,1,0,273,144,20,91300
495,60.0,4,1920,1950,0.0,495,720,0,720,1,0,0,0,523,34900
496,0.0,8,1992,1993,0.0,1231,3200,0,3228,3,1,546,264,75,430000
497,60.0,7,1925,1950,0.0,329,1026,687,1820,2,0,240,0,100,184000
498,65.0,5,1967,2004,89.0,450,864,0,899,1,0,288,64,0,130000
499,70.0,5,1958,1985,0.0,111,912,0,912,1,0,297,12,285,120000
500,21.0,6,1973,1973,285.0,356,672,546,1218,1,0,264,144,28,113000
501,75.0,7,2005,2005,0.0,400,866,902,1768,2,0,603,0,108,226700
502,70.0,5,1965,1965,0.0,698,1214,0,1214,1,0,461,0,0,140000
503,100.0,7,1959,1997,0.0,1247,1501,0,1801,2,2,484,0,54,289000
504,24.0,6,1974,1974,0.0,257,855,467,1322,2,1,440,260,0,147000
505,60.0,5,1952,1952,360.0,0,960,1000,1960,2,0,400,0,0,124500
506,80.0,8,1993,1994,125.0,380,777,846,1911,2,1,471,182,81,215000
507,75.0,6,2009,2009,0.0,27,1218,0,1218,2,0,676,0,102,208300
508,60.0,7,1928,2005,0.0,141,689,689,1378,2,1,360,0,0,161000
509,80.0,5,1959,1959,132.0,991,1041,0,1041,1,0,270,224,88,124500
510,75.0,5,1951,2000,70.0,650,1008,0,1363,1,2,288,324,42,164900
511,40.0,7,2005,2006,94.0,0,1368,0,1368,2,1,474,132,35,202665
512,70.0,5,1958,1958,0.0,521,864,0,864,1,0,624,0,0,129900
513,71.0,6,1983,1983,0.0,336,1084,0,1080,1,0,484,120,0,134000
514,55.0,5,1926,1950,0.0,0,768,0,789,1,0,200,0,0,96500
515,94.0,10,2009,2009,305.0,1436,2006,0,2020,2,1,900,156,54,402861
516,0.0,6,1972,1972,333.0,0,689,741,2119,2,1,583,0,104,158000
517,79.0,7,1996,1997,921.0,0,1264,1067,2344,2,1,889,220,0,265000
518,0.0,6,1998,1998,0.0,706,794,914,1796,2,0,546,0,36,211000
519,53.0,7,1926,2004,0.0,0,1276,804,2080,1,2,282,0,0,234000
520,60.0,4,1900,2000,0.0,0,0,600,1294,2,0,0,220,114,106250
521,90.0,6,1957,1957,0.0,777,1244,0,1244,1,2,336,0,40,150000
522,50.0,6,1947,1950,0.0,399,1004,660,1664,2,2,420,0,24,159000
523,130.0,10,2007,2008,762.0,2260,3138,1538,4676,3,1,884,208,406,184750
524,95.0,7,1996,1997,594.0,719,1379,1015,2398,2,1,834,239,60,315750
525,62.0,7,2005,2005,0.0,0,1257,0,1266,2,1,453,38,144,176000
526,70.0,5,1956,2000,0.0,377,928,0,928,1,0,252,261,0,132000
527,67.0,9,2008,2008,268.0,1330,1452,1237,2713,2,1,858,126,66,446261
528,58.0,4,1920,2002,0.0,348,528,0,605,1,0,0,0,0,86000
529,0.0,6,1957,1975,0.0,1219,2035,0,2515,3,2,484,0,0,200624
530,85.0,6,1988,1989,219.0,783,1461,0,1509,2,1,600,224,0,175000
531,60.0,6,1920,1999,0.0,0,611,611,1362,2,0,502,0,0,128000
532,60.0,5,1955,2007,0.0,0,0,0,827,1,1,392,0,0,107500
533,50.0,1,1946,1950,0.0,0,0,0,334,1,0,0,0,0,39300
534,74.0,8,2004,2004,0.0,0,707,707,1414,2,1,403,100,35,178000
535,70.0,5,1910,1991,0.0,969,1117,527,1347,1,0,0,85,0,107500
536,57.0,7,1998,1999,0.0,0,880,844,1724,2,0,527,120,155,188000
537,0.0,4,1972,1972,0.0,600,864,0,864,1,0,576,216,0,111250
538,0.0,5,1968,1968,188.0,673,1051,0,1159,1,1,336,466,0,158000
539,0.0,8,2001,2002,479.0,1358,1581,0,1601,2,1,670,180,0,272000
540,85.0,9,2006,2006,584.0,1260,1838,0,1838,2,1,765,270,68,315000
541,0.0,8,2000,2000,72.0,0,969,1288,2285,2,1,648,0,56,248000
542,78.0,7,1998,1999,0.0,144,1650,0,1680,2,1,583,78,73,213250
543,34.0,7,1998,1998,182.0,584,723,0,767,1,0,367,120,40,133000
544,58.0,7,2006,2006,0.0,554,654,832,1496,2,1,426,100,24,179665
545,0.0,7,1988,1988,178.0,1002,1204,806,2183,2,0,786,0,0,229000
546,70.0,6,1923,1950,0.0,300,1065,720,1635,1,1,440,0,38,210000
547,54.0,5,1970,1970,0.0,619,768,0,768,1,0,624,104,0,129500
548,49.0,5,1955,1995,0.0,180,825,0,825,1,0,720,140,50,125000
549,75.0,7,2003,2004,0.0,0,912,1182,2094,2,1,615,182,182,263000
550,53.0,6,1977,1977,0.0,559,1069,0,1069,2,0,440,0,55,140000
551,50.0,5,1957,1957,0.0,308,928,0,928,1,0,288,0,0,112500
552,87.0,8,2006,2006,250.0,0,1709,0,1717,2,1,908,169,39,255500
553,67.0,4,1949,2003,0.0,0,0,0,1126,2,0,520,0,96,108000
554,85.0,7,2003,2004,292.0,866,998,1040,2046,2,1,871,320,62,284000
555,58.0,5,1922,1950,0.0,0,993,0,1048,1,1,280,0,0,113000
556,69.0,5,1957,1957,0.0,895,1092,0,1092,1,1,299,268,0,141000
557,60.0,4,1920,1950,0.0,637,637,439,1336,1,0,570,0,47,108000
558,57.0,7,1996,1997,0.0,604,729,717,1446,2,1,406,264,22,175000
559,0.0,7,2003,2004,18.0,0,1374,0,1557,2,1,420,143,20,234000
560,0.0,5,1957,1996,180.0,1302,1392,0,1392,1,1,528,0,0,121500
561,77.0,5,1974,1975,0.0,1071,1389,0,1389,1,1,418,240,38,170000
562,63.0,5,1940,1969,0.0,290,996,0,996,1,1,0,144,0,108000
563,66.0,6,1918,1950,0.0,0,1163,511,1674,2,1,396,72,36,185000
564,0.0,7,1992,2000,0.0,728,1095,1129,2295,2,1,590,0,40,268000
565,66.0,6,1915,1950,0.0,0,806,806,1647,1,0,216,0,66,128000
566,77.0,9,2005,2007,245.0,0,1122,1370,2504,2,1,656,144,39,325000
567,70.0,7,2004,2004,168.0,2,1517,0,1535,2,0,532,0,0,214000
568,79.0,8,1983,2009,0.0,1441,1496,636,2132,1,1,612,349,40,316600
569,0.0,5,1979,1979,0.0,943,943,0,943,1,2,600,42,0,135960
570,74.0,5,1965,1965,108.0,231,1728,0,1728,2,0,576,0,0,142600
571,60.0,6,1959,1959,207.0,414,864,0,864,1,0,288,168,0,120000
572,83.0,7,2009,2009,0.0,0,846,846,1692,2,0,650,208,114,224500
573,76.0,7,2000,2000,0.0,0,384,656,1430,2,1,400,100,0,170000
574,70.0,5,1971,2005,82.0,349,372,533,1109,1,0,288,35,0,139000
575,80.0,5,1947,1950,0.0,442,832,384,1216,1,0,336,158,0,118500
576,52.0,7,1928,1950,0.0,0,861,600,1477,2,1,216,0,50,145000
577,96.0,5,1966,1966,97.0,328,1164,0,1320,1,2,564,160,68,164500
578,34.0,7,2007,2007,0.0,0,689,689,1392,2,0,540,0,102,146000
579,81.0,5,1954,1954,335.0,0,1050,745,1795,2,0,352,0,0,131500
580,0.0,6,1960,1987,85.0,594,1144,0,1429,1,2,572,216,110,181900
581,98.0,8,2008,2009,306.0,0,2042,0,2042,2,1,1390,0,90,253293
582,81.0,6,1990,1990,104.0,816,816,0,816,1,0,0,0,32,118500
583,75.0,10,1893,2000,0.0,0,1237,1254,2775,3,1,880,105,502,325000
584,51.0,4,1935,1995,0.0,0,884,584,1573,1,0,240,0,0,133000
585,88.0,8,2005,2006,208.0,1460,1868,0,2028,2,2,880,326,66,369900
586,55.0,6,1918,2000,0.0,210,816,0,838,1,0,275,0,0,130000
587,74.0,5,1982,1982,0.0,672,840,0,860,1,0,528,0,0,137000
588,65.0,5,1968,2003,0.0,1324,1437,0,1473,1,2,452,0,48,143000
589,50.0,5,1930,1960,0.0,0,742,0,935,1,0,308,0,0,79500
590,64.0,7,2004,2004,0.0,490,770,812,1582,2,0,520,0,45,185900
591,97.0,10,2008,2008,420.0,1338,1722,568,2296,2,1,842,382,274,451950
592,60.0,5,1982,2003,0.0,816,816,0,816,1,0,816,0,0,138000
593,0.0,6,2003,2003,170.0,685,848,0,848,1,0,420,140,0,140000
594,88.0,5,1975,1975,0.0,0,924,0,924,1,0,280,0,0,110000
595,69.0,8,2005,2006,238.0,1422,1814,0,1826,2,1,758,180,75,319000
596,60.0,6,1910,1993,0.0,0,684,684,1368,1,0,216,0,158,114504
597,53.0,7,2006,2007,72.0,0,1258,0,1402,0,1,648,120,16,194201
598,80.0,5,1977,1977,459.0,1283,1430,0,1647,2,1,621,0,0,217500
599,24.0,6,1980,1980,0.0,81,716,840,1556,2,1,452,161,0,151000
600,74.0,8,2005,2005,280.0,546,1058,846,1904,2,1,736,179,60,275000
601,50.0,6,1937,1950,0.0,0,780,595,1375,1,1,544,0,162,141000
602,80.0,8,1992,1992,0.0,789,908,988,1915,2,1,506,120,150,220000
603,30.0,7,2004,2005,0.0,0,600,600,1200,2,0,480,0,172,151000
604,88.0,7,2002,2002,99.0,922,1494,0,1494,2,1,530,192,36,221000
605,85.0,7,1965,1990,176.0,454,768,800,1986,2,3,486,0,42,205000
606,82.0,5,1996,1996,0.0,732,1040,0,1040,1,0,576,168,0,152000
607,78.0,5,1948,2002,0.0,603,896,896,2008,3,0,230,103,0,225000
608,78.0,8,1934,1998,0.0,428,965,1254,3194,2,2,380,0,0,359100
609,61.0,4,1961,1961,192.0,903,1029,0,1029,1,0,261,64,0,118500
610,0.0,9,2000,2000,204.0,904,1440,677,2153,2,2,736,253,142,313000
611,0.0,6,1978,1978,233.0,605,1032,0,1032,2,1,564,0,0,148000
612,0.0,8,2001,2001,108.0,990,1299,573,1872,2,1,531,160,122,261500
613,70.0,5,2007,2007,0.0,206,1120,0,1120,1,0,0,0,30,147000
614,21.0,4,1972,1972,0.0,150,630,0,630,1,0,0,96,24,75500
615,80.0,6,1963,1963,156.0,763,936,0,1054,1,0,480,120,0,137500
616,0.0,6,2002,2003,0.0,457,783,702,1509,2,1,393,100,75,183200
617,59.0,6,1954,1954,0.0,0,832,0,832,1,0,528,0,0,105500
618,90.0,9,2007,2007,452.0,48,1822,0,1828,2,1,774,0,108,314813
619,85.0,8,2003,2003,226.0,871,1482,780,2262,2,2,749,168,0,305000
620,45.0,3,1914,1950,0.0,41,864,0,864,1,0,0,0,0,67000
621,90.0,6,1974,1997,0.0,956,1522,1066,2614,2,1,624,38,243,240000
622,71.0,5,1977,1977,153.0,560,980,0,980,1,0,484,192,0,135000
623,0.0,6,2000,2000,513.0,420,756,756,1512,2,1,440,0,32,168500
624,80.0,6,1972,1972,288.0,247,732,778,1790,1,1,484,148,0,165150
625,87.0,6,1962,1962,261.0,0,1116,0,1116,1,0,440,0,0,160000
626,0.0,5,1960,1978,0.0,0,978,0,1422,1,1,286,0,0,139900
627,80.0,6,1955,1972,164.0,674,1156,0,1520,1,2,364,0,0,153000
628,70.0,5,1969,1969,192.0,650,1040,1040,2080,1,2,504,335,0,135000
629,82.0,6,1964,1964,259.0,624,1248,0,1350,1,0,520,176,0,168500
630,50.0,5,1880,1991,0.0,0,636,661,1750,1,0,240,0,0,124000
631,34.0,8,2006,2006,108.0,24,1554,0,1554,2,1,627,156,73,209500
632,85.0,7,1977,1977,209.0,822,1386,0,1411,2,1,544,192,0,82500
633,80.0,5,1954,2005,0.0,480,1056,0,1056,1,0,260,390,0,139400
634,64.0,6,1980,1980,0.0,1056,1056,0,1056,0,0,576,264,56,144000
635,60.0,6,1914,1995,0.0,256,1440,1440,3395,2,0,0,0,110,200000
636,51.0,2,1936,1950,0.0,0,264,0,800,1,1,0,0,0,60000
637,50.0,5,1954,1954,0.0,0,811,576,1387,2,0,256,0,0,93000
638,67.0,5,1910,1950,0.0,0,796,0,796,1,0,0,328,0,85000
639,53.0,8,2006,2006,0.0,1154,1520,0,1567,2,1,648,312,0,264561
640,62.0,8,2003,2004,472.0,1218,1518,0,1518,1,1,588,185,140,274000
641,0.0,7,2001,2001,0.0,738,1057,872,1929,2,1,650,0,235,226000
642,75.0,8,1972,1995,0.0,1410,1952,704,2704,2,3,538,269,111,345000
643,80.0,5,1969,1969,263.0,493,780,840,1620,2,0,462,208,0,152000
644,85.0,9,2009,2009,162.0,1121,1766,0,1766,2,1,478,195,130,370878
645,0.0,6,1971,1971,0.0,282,981,0,981,1,0,576,0,312,143250
646,60.0,5,1950,1950,0.0,0,0,0,1048,1,0,420,0,27,98300
647,85.0,6,1953,1953,216.0,500,1094,0,1094,1,2,495,0,0,155000
648,70.0,6,1966,1966,351.0,0,756,788,1839,1,1,442,0,124,155000
649,21.0,4,1970,1970,0.0,131,630,0,630,1,0,0,0,0,84500
650,65.0,7,2007,2007,0.0,0,813,843,1665,2,0,562,0,0,205950
651,60.0,4,1940,1950,0.0,0,755,755,1510,1,1,296,120,0,108000
652,70.0,7,1996,1996,0.0,0,880,807,1716,2,1,512,0,120,191000
653,60.0,6,1906,1995,0.0,0,756,713,1469,1,0,216,57,0,135000
654,91.0,8,1995,1995,660.0,1696,2109,0,2113,2,1,839,236,46,350000
655,21.0,6,1971,1971,381.0,0,525,567,1092,1,0,264,0,0,88000
656,72.0,5,1959,2006,54.0,806,1053,0,1053,1,0,312,0,0,145500
657,60.0,7,1931,2000,0.0,0,776,651,1502,1,1,270,0,0,149000
658,78.0,6,1948,1950,0.0,0,912,546,1458,1,1,330,192,0,97500
659,75.0,5,1964,1999,0.0,637,1486,0,1486,1,0,480,0,0,167000
660,0.0,7,1976,1976,233.0,0,793,793,1935,2,1,550,0,113,197900
661,52.0,8,1994,2005,528.0,1361,1629,762,2448,2,1,711,517,76,402000
662,120.0,6,1968,1968,216.0,0,1392,0,1392,1,2,576,0,0,110000
663,90.0,4,1972,1972,0.0,920,1138,0,1181,2,0,588,0,0,137500
664,49.0,8,2005,2006,0.0,1721,2077,0,2097,1,1,1134,192,267,423000
665,106.0,8,2000,2000,40.0,0,1406,482,1936,2,1,504,188,124,230500
666,0.0,6,1965,1979,113.0,187,1021,915,2380,2,1,596,0,265,129000
667,65.0,6,1994,1998,258.0,1138,1408,0,1679,2,1,575,224,42,193500
668,0.0,5,1956,1987,0.0,988,1188,0,1437,1,1,576,304,0,168000
669,80.0,4,1922,1950,0.0,0,700,0,1180,1,1,252,0,0,137500
670,64.0,6,2005,2005,0.0,193,738,738,1476,2,0,540,100,35,173500
671,54.0,6,1925,1950,0.0,551,672,672,1369,2,0,300,147,0,103600
672,0.0,6,1977,1977,0.0,767,1208,0,1208,1,1,546,198,42,165000
673,110.0,6,1957,2004,106.0,1186,1477,0,1839,2,2,416,0,87,257500
674,80.0,6,1965,1965,0.0,892,1136,0,1136,1,1,384,426,0,140000
675,24.0,6,1978,1978,0.0,311,855,586,1441,2,1,440,28,0,148500
676,60.0,4,1900,1950,0.0,0,1095,679,1774,2,0,779,0,0,87000
677,52.0,5,1924,2006,0.0,0,768,0,792,1,0,240,316,0,109500
678,80.0,8,2008,2008,464.0,0,2046,0,2046,2,1,834,322,82,372500
679,0.0,5,1961,1961,57.0,827,988,0,988,1,0,572,0,0,128500
